,LocationAbbr,LocationDesc,LocationID,Topic,TopicID,YearStart,YearEnd,StratificationCategoryID1,StratificationID1,Question,QuestionID,DataValueType,DataValueTypeID,DataValueUnit,LowConfidenceLimit,HighConfidenceLimit,DataValueAlt,Location Abbr,Hospital Number,Population,Incidence,Mortality
2724,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,32.8,35.1,33.9,IA,39.0,3207004.0,36.85,24.35
2725,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2019,2019,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,32.8,35.1,33.9,IA,39.0,3207004.0,36.85,36.85
2726,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.6,24.6,23.6,IA,39.0,3207004.0,24.35,24.35
2727,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.6,24.6,23.6,IA,39.0,3207004.0,24.35,36.85
2728,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.6,24.6,23.6,IA,39.0,3207004.0,36.85,24.35
2729,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,22.6,24.6,23.6,IA,39.0,3207004.0,36.85,36.85
2730,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.3,37.7,36.5,IA,39.0,3207004.0,24.35,24.35
2731,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.3,37.7,36.5,IA,39.0,3207004.0,24.35,36.85
2732,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.3,37.7,36.5,IA,39.0,3207004.0,36.85,24.35
2733,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2020,2020,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.3,37.7,36.5,IA,39.0,3207004.0,36.85,36.85
2734,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.6,25.9,24.7,IA,39.0,3207004.0,24.35,24.35
2735,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.6,25.9,24.7,IA,39.0,3207004.0,24.35,36.85
2736,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.6,25.9,24.7,IA,39.0,3207004.0,36.85,24.35
2737,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,no leisure-time physical activity among adults aged >= 18 years,NPAW10_0,Crude Prevalence,CRDPREV,%,23.6,25.9,24.7,IA,39.0,3207004.0,36.85,36.85
2738,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.1,37.7,36.4,IA,39.0,3207004.0,24.35,24.35
2739,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.1,37.7,36.4,IA,39.0,3207004.0,24.35,36.85
2740,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.1,37.7,36.4,IA,39.0,3207004.0,36.85,24.35
2741,IA,Iowa,19,"Nutrition, Physical Activity, and Weight Status",NPAW,2021,2021,OVERALL,OVR,obesity among adults aged >= 18 years,NPAW1_1,Crude Prevalence,CRDPREV,%,35.1,37.7,36.4,IA,39.0,3207004.0,36.85,36.85
2742,IA,Iowa,19,Older Adults,OLD,2010,2010,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,65.2,IA,39.0,3207004.0,,
2743,IA,Iowa,19,Older Adults,OLD,2011,2011,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,65.0,IA,39.0,3207004.0,,
2744,IA,Iowa,19,Older Adults,OLD,2012,2012,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,64.6,IA,39.0,3207004.0,,
2745,IA,Iowa,19,Older Adults,OLD,2013,2013,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,64.2,IA,39.0,3207004.0,,
2746,IA,Iowa,19,Older Adults,OLD,2014,2014,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,63.7,IA,39.0,3207004.0,,
2747,IA,Iowa,19,Older Adults,OLD,2015,2015,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,64.1,IA,39.0,3207004.0,,
2748,IA,Iowa,19,Older Adults,OLD,2016,2016,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,65.5,IA,39.0,3207004.0,,
2749,IA,Iowa,19,Older Adults,OLD,2017,2017,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,65.8,IA,39.0,3207004.0,,
2750,IA,Iowa,19,Older Adults,OLD,2018,2018,OVERALL,OVR,prevalence of 2 or more chronic conditions among medicare-enrolled persons aged >= 65 years,OLD4_0,Crude Prevalence,CRDPREV,%,,,67.3,IA,39.0,3207004.0,,
2751,IA,Iowa,19,Oral Health,ORH,2012,2012,OVERALL,OVR,all teeth lost among adults aged >= 65 years,ORH4_1,Crude Prevalence,CRDPREV,%,15.6,19.1,17.3,IA,39.0,3207004.0,,
2752,IA,Iowa,19,Oral Health,ORH,2012,2012,OVERALL,OVR,six or more teeth lost among adults aged >= 65 years,ORH4_2,Crude Prevalence,CRDPREV,%,37.0,41.4,39.2,IA,39.0,3207004.0,,
2753,IA,Iowa,19,Oral Health,ORH,2014,2014,OVERALL,OVR,all teeth lost among adults aged >= 65 years,ORH4_1,Crude Prevalence,CRDPREV,%,13.4,16.7,15.0,IA,39.0,3207004.0,,
2754,IA,Iowa,19,Oral Health,ORH,2014,2014,OVERALL,OVR,six or more teeth lost among adults aged >= 65 years,ORH4_2,Crude Prevalence,CRDPREV,%,34.0,38.2,36.1,IA,39.0,3207004.0,,
2755,IA,Iowa,19,Oral Health,ORH,2016,2016,OVERALL,OVR,all teeth lost among adults aged >= 65 years,ORH4_1,Crude Prevalence,CRDPREV,%,13.1,16.7,14.8,IA,39.0,3207004.0,,
2756,IA,Iowa,19,Oral Health,ORH,2016,2016,OVERALL,OVR,six or more teeth lost among adults aged >= 65 years,ORH4_2,Crude Prevalence,CRDPREV,%,33.0,37.6,35.3,IA,39.0,3207004.0,,
2757,IA,Iowa,19,Oral Health,ORH,2018,2018,OVERALL,OVR,all teeth lost among adults aged >= 65 years,ORH4_1,Crude Prevalence,CRDPREV,%,10.8,13.7,12.1,IA,39.0,3207004.0,,
2758,IA,Iowa,19,Oral Health,ORH,2018,2018,OVERALL,OVR,six or more teeth lost among adults aged >= 65 years,ORH4_2,Crude Prevalence,CRDPREV,%,28.7,32.6,30.6,IA,39.0,3207004.0,,
2759,IA,Iowa,19,Oral Health,ORH,2020,2020,OVERALL,OVR,all teeth lost among adults aged >= 65 years,ORH4_1,Crude Prevalence,CRDPREV,%,10.5,13.4,11.8,IA,39.0,3207004.0,,
2760,IA,Iowa,19,Oral Health,ORH,2020,2020,OVERALL,OVR,six or more teeth lost among adults aged >= 65 years,ORH4_2,Crude Prevalence,CRDPREV,%,27.5,31.5,29.4,IA,39.0,3207004.0,,
2761,IA,Iowa,19,Tobacco,TOB,2011,2011,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.6,4.9,4.2,IA,39.0,3207004.0,4.57,4.57
2762,IA,Iowa,19,Tobacco,TOB,2012,2012,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.7,5.1,4.3,IA,39.0,3207004.0,4.57,4.57
2763,IA,Iowa,19,Tobacco,TOB,2013,2013,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.2,5.7,4.9,IA,39.0,3207004.0,4.57,4.57
2764,IA,Iowa,19,Tobacco,TOB,2014,2014,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.4,5.9,5.1,IA,39.0,3207004.0,4.57,4.57
2765,IA,Iowa,19,Tobacco,TOB,2015,2015,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.8,5.4,4.5,IA,39.0,3207004.0,4.57,4.57
2766,IA,Iowa,19,Tobacco,TOB,2016,2016,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.0,5.4,4.6,IA,39.0,3207004.0,4.57,4.57
2767,IA,Iowa,19,Tobacco,TOB,2017,2017,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.8,6.1,5.5,IA,39.0,3207004.0,4.57,4.57
2768,IA,Iowa,19,Tobacco,TOB,2018,2018,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.8,5.9,5.3,IA,39.0,3207004.0,4.57,4.57
2769,IA,Iowa,19,Tobacco,TOB,2019,2019,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,4.0,5.0,4.4,IA,39.0,3207004.0,4.57,4.57
2770,IA,Iowa,19,Tobacco,TOB,2020,2020,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.9,4.9,4.4,IA,39.0,3207004.0,4.57,4.57
2771,IA,Iowa,19,Tobacco,TOB,2021,2021,OVERALL,OVR,current smokeless tobacco use among adults aged >= 18 years,TOB2_2,Crude Prevalence,CRDPREV,%,3.6,4.7,4.1,IA,39.0,3207004.0,4.57,4.57
2772,ID,Idaho,16,Alcohol,ALC,2011,2011,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.2,7.3,6.2,ID,18.0,1964726.0,7.27,7.27
2773,ID,Idaho,16,Alcohol,ALC,2012,2012,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.7,7.0,5.7,ID,18.0,1964726.0,7.27,7.27
2774,ID,Idaho,16,Alcohol,ALC,2013,2013,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.3,7.2,6.2,ID,18.0,1964726.0,7.27,7.27
2775,ID,Idaho,16,Alcohol,ALC,2014,2014,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.2,6.1,5.0,ID,18.0,1964726.0,7.27,7.27
2776,ID,Idaho,16,Alcohol,ALC,2015,2015,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,4.5,6.2,5.3,ID,18.0,1964726.0,7.27,7.27
2777,ID,Idaho,16,Alcohol,ALC,2016,2016,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.0,8.2,7.0,ID,18.0,1964726.0,7.27,7.27
2778,ID,Idaho,16,Alcohol,ALC,2017,2017,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.7,7.9,6.7,ID,18.0,1964726.0,7.27,7.27
2779,ID,Idaho,16,Alcohol,ALC,2018,2018,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,5.7,8.0,6.7,ID,18.0,1964726.0,7.27,7.27
2780,ID,Idaho,16,Alcohol,ALC,2019,2019,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.2,8.6,7.3,ID,18.0,1964726.0,7.27,7.27
2781,ID,Idaho,16,Alcohol,ALC,2020,2020,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.2,8.1,7.1,ID,18.0,1964726.0,7.27,7.27
2782,ID,Idaho,16,Alcohol,ALC,2021,2021,OVERALL,OVR,heavy drinking among adults aged >= 18 years,ALC5_1,Crude Prevalence,CRDPREV,%,6.0,7.6,6.8,ID,18.0,1964726.0,7.27,7.27
2783,ID,Idaho,16,Arthritis,ART,2011,2011,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.7,24.5,23.1,ID,18.0,1964726.0,24.46,24.46
2784,ID,Idaho,16,Arthritis,ART,2012,2012,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,24.3,27.8,26.0,ID,18.0,1964726.0,24.46,24.46
2785,ID,Idaho,16,Arthritis,ART,2013,2013,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.7,25.6,24.1,ID,18.0,1964726.0,24.46,24.46
2786,ID,Idaho,16,Arthritis,ART,2014,2014,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.3,26.3,24.8,ID,18.0,1964726.0,24.46,24.46
2787,ID,Idaho,16,Arthritis,ART,2015,2015,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.8,26.8,25.3,ID,18.0,1964726.0,24.46,24.46
2788,ID,Idaho,16,Arthritis,ART,2016,2016,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.6,25.6,24.0,ID,18.0,1964726.0,24.46,24.46
2789,ID,Idaho,16,Arthritis,ART,2017,2017,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,22.9,25.9,24.4,ID,18.0,1964726.0,24.46,24.46
2790,ID,Idaho,16,Arthritis,ART,2018,2018,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,24.5,28.1,26.3,ID,18.0,1964726.0,24.46,24.46
2791,ID,Idaho,16,Arthritis,ART,2019,2019,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.6,27.0,25.3,ID,18.0,1964726.0,24.46,24.46
2792,ID,Idaho,16,Arthritis,ART,2020,2020,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,21.6,24.3,22.9,ID,18.0,1964726.0,24.46,24.46
2793,ID,Idaho,16,Arthritis,ART,2021,2021,OVERALL,OVR,arthritis among adults aged >= 18 years,ART1_1,Crude Prevalence,CRDPREV,%,23.7,26.1,24.9,ID,18.0,1964726.0,24.46,24.46
2794,ID,Idaho,16,Asthma,AST,2011,2011,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.2,10.4,9.2,ID,18.0,1964726.0,9.73,9.73
2795,ID,Idaho,16,Asthma,AST,2012,2012,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.3,9.8,8.5,ID,18.0,1964726.0,9.73,9.73
2796,ID,Idaho,16,Asthma,AST,2013,2013,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.5,9.7,8.5,ID,18.0,1964726.0,9.73,9.73
2797,ID,Idaho,16,Asthma,AST,2014,2014,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.6,9.7,8.6,ID,18.0,1964726.0,9.73,9.73
2798,ID,Idaho,16,Asthma,AST,2015,2015,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.0,10.3,9.1,ID,18.0,1964726.0,9.73,9.73
2799,ID,Idaho,16,Asthma,AST,2016,2016,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.2,10.5,9.3,ID,18.0,1964726.0,9.73,9.73
2800,ID,Idaho,16,Asthma,AST,2017,2017,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.9,10.1,9.0,ID,18.0,1964726.0,9.73,9.73
2801,ID,Idaho,16,Asthma,AST,2018,2018,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,7.5,10.0,8.6,ID,18.0,1964726.0,9.73,9.73
2802,ID,Idaho,16,Asthma,AST,2019,2019,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.8,11.3,10.0,ID,18.0,1964726.0,9.73,9.73
2803,ID,Idaho,16,Asthma,AST,2020,2020,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.3,10.5,9.4,ID,18.0,1964726.0,9.73,9.73
2804,ID,Idaho,16,Asthma,AST,2021,2021,OVERALL,OVR,current asthma prevalence among adults aged >= 18 years,AST1_1,Crude Prevalence,CRDPREV,%,8.9,10.7,9.8,ID,18.0,1964726.0,9.73,9.73
2805,ID,Idaho,16,Chronic Kidney Disease,CKD,2011,2011,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.0,2.9,2.4,ID,18.0,1964726.0,3.19,3.19
2806,ID,Idaho,16,Chronic Kidney Disease,CKD,2012,2012,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.7,2.7,2.1,ID,18.0,1964726.0,3.19,3.19
2807,ID,Idaho,16,Chronic Kidney Disease,CKD,2013,2013,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.6,2.5,2.0,ID,18.0,1964726.0,3.19,3.19
2808,ID,Idaho,16,Chronic Kidney Disease,CKD,2014,2014,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.0,3.1,2.5,ID,18.0,1964726.0,3.19,3.19
2809,ID,Idaho,16,Chronic Kidney Disease,CKD,2015,2015,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.5,2.2,1.8,ID,18.0,1964726.0,3.19,3.19
2810,ID,Idaho,16,Chronic Kidney Disease,CKD,2016,2016,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,1.7,2.5,2.1,ID,18.0,1964726.0,3.19,3.19
2811,ID,Idaho,16,Chronic Kidney Disease,CKD,2017,2017,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.3,3.4,2.8,ID,18.0,1964726.0,3.19,3.19
2812,ID,Idaho,16,Chronic Kidney Disease,CKD,2018,2018,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.4,3.9,3.1,ID,18.0,1964726.0,3.19,3.19
2813,ID,Idaho,16,Chronic Kidney Disease,CKD,2019,2019,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.3,3.7,2.9,ID,18.0,1964726.0,3.19,3.19
2814,ID,Idaho,16,Chronic Kidney Disease,CKD,2020,2020,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.6,3.8,3.1,ID,18.0,1964726.0,3.19,3.19
2815,ID,Idaho,16,Chronic Kidney Disease,CKD,2021,2021,OVERALL,OVR,prevalence of chronic kidney disease among adults aged >= 18 years,CKD3_0,Crude Prevalence,CRDPREV,%,2.6,3.5,3.0,ID,18.0,1964726.0,3.19,3.19
2816,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2011,2011,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.5,6.0,5.2,ID,18.0,1964726.0,5.68,5.68
2817,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2012,2012,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.5,6.2,5.3,ID,18.0,1964726.0,5.68,5.68
2818,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2013,2013,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,3.8,5.2,4.4,ID,18.0,1964726.0,5.68,5.68
2819,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2014,2014,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.3,5.7,4.9,ID,18.0,1964726.0,5.68,5.68
2820,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2015,2015,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.2,5.7,4.9,ID,18.0,1964726.0,5.68,5.68
2821,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2016,2016,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.6,6.4,5.4,ID,18.0,1964726.0,5.68,5.68
2822,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2017,2017,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.4,5.8,5.0,ID,18.0,1964726.0,5.68,5.68
2823,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2018,2018,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.8,6.7,5.7,ID,18.0,1964726.0,5.68,5.68
2824,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2019,2019,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,4.4,5.9,5.1,ID,18.0,1964726.0,5.68,5.68
2825,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2020,2020,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.1,6.7,5.8,ID,18.0,1964726.0,5.68,5.68
2826,ID,Idaho,16,Chronic Obstructive Pulmonary Disease,COPD,2021,2021,OVERALL,OVR,prevalence of chronic obstructive pulmonary disease among adults >= 18,COPD2_0,Crude Prevalence,CRDPREV,%,5.1,6.4,5.7,ID,18.0,1964726.0,5.68,5.68
2827,ID,Idaho,16,Diabetes,DIA,2011,2011,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,8.4,10.4,9.4,ID,18.0,1964726.0,9.89,9.89
2828,ID,Idaho,16,Diabetes,DIA,2012,2012,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.5,9.6,8.5,ID,18.0,1964726.0,9.89,9.89
2829,ID,Idaho,16,Diabetes,DIA,2013,2013,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.5,9.3,8.4,ID,18.0,1964726.0,9.89,9.89
2830,ID,Idaho,16,Diabetes,DIA,2014,2014,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,6.8,8.5,7.6,ID,18.0,1964726.0,9.89,9.89
2831,ID,Idaho,16,Diabetes,DIA,2015,2015,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.3,9.0,8.1,ID,18.0,1964726.0,9.89,9.89
2832,ID,Idaho,16,Diabetes,DIA,2016,2016,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,8.0,9.9,8.9,ID,18.0,1964726.0,9.89,9.89
2833,ID,Idaho,16,Diabetes,DIA,2017,2017,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.8,9.7,8.7,ID,18.0,1964726.0,9.89,9.89
2834,ID,Idaho,16,Diabetes,DIA,2018,2018,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.1,11.4,10.2,ID,18.0,1964726.0,9.89,9.89
2835,ID,Idaho,16,Diabetes,DIA,2019,2019,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,9.2,11.4,10.3,ID,18.0,1964726.0,9.89,9.89
2836,ID,Idaho,16,Diabetes,DIA,2020,2020,OVERALL,OVR,prevalence of diagnosed diabetes among adults aged >= 18 years,DIA2_1,Crude Prevalence,CRDPREV,%,7.9,9.8,8.8,ID,18.0,1964726.0,9.89,9.89
